bit index,bit value,module,name,type,path,description,sinks
112,1,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_1/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
113,0,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_1/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
114,0,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_1/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
115,0,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_1/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
116,1,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_1/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
117,1,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_1/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
118,1,grid_clb_1__2_,mem_ble4_out_0,mem_ble4_out_0,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/mem_ble4_out_0,lut ff config,not specified
119,0,grid_clb_1__2_,mem_ble4_out_0,mem_ble4_out_0,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/mem_ble4_out_0,lut ff config,not specified
120,0,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
121,0,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
122,0,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
123,1,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
124,1,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
125,0,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
126,0,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
127,1,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
128,0,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
129,0,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
130,0,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
131,1,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
132,1,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
133,0,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
134,0,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
135,1,grid_clb_1__2_,lut4_DFF_mem,lut4_DFF_mem,grid_clb_1__2_/logical_tile_clb_mode_clb__0/logical_tile_clb_mode_default__fle_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_0/logical_tile_clb_mode_default__fle_mode_n1_lut4__ble4_mode_default__lut4_0/lut4_DFF_mem,lut init data,not specified
136,0,cby_1__2_,mem_right_ipin_2,mux_tree_tapbuf_size8,cby_1__2_/mem_right_ipin_2,cb clb input config,grid_clb_1__2_.right_width_0_height_0_subtile_0__pin_I_9_
137,0,cby_1__2_,mem_right_ipin_2,mux_tree_tapbuf_size8,cby_1__2_/mem_right_ipin_2,cb clb input config,grid_clb_1__2_.right_width_0_height_0_subtile_0__pin_I_9_
138,0,cby_1__2_,mem_right_ipin_2,mux_tree_tapbuf_size8,cby_1__2_/mem_right_ipin_2,cb clb input config,grid_clb_1__2_.right_width_0_height_0_subtile_0__pin_I_9_
139,0,cby_1__2_,mem_right_ipin_2,mux_tree_tapbuf_size8,cby_1__2_/mem_right_ipin_2,cb clb input config,grid_clb_1__2_.right_width_0_height_0_subtile_0__pin_I_9_
140,0,cby_1__2_,mem_right_ipin_1,mux_tree_tapbuf_size8,cby_1__2_/mem_right_ipin_1,cb clb input config,grid_clb_1__2_.right_width_0_height_0_subtile_0__pin_I_5_
141,0,cby_1__2_,mem_right_ipin_1,mux_tree_tapbuf_size8,cby_1__2_/mem_right_ipin_1,cb clb input config,grid_clb_1__2_.right_width_0_height_0_subtile_0__pin_I_5_
142,0,cby_1__2_,mem_right_ipin_1,mux_tree_tapbuf_size8,cby_1__2_/mem_right_ipin_1,cb clb input config,grid_clb_1__2_.right_width_0_height_0_subtile_0__pin_I_5_
143,0,cby_1__2_,mem_right_ipin_1,mux_tree_tapbuf_size8,cby_1__2_/mem_right_ipin_1,cb clb input config,grid_clb_1__2_.right_width_0_height_0_subtile_0__pin_I_5_
144,1,cby_1__2_,mem_right_ipin_0,mux_tree_tapbuf_size8,cby_1__2_/mem_right_ipin_0,cb clb input config,grid_clb_1__2_.right_width_0_height_0_subtile_0__pin_I_1_
145,1,cby_1__2_,mem_right_ipin_0,mux_tree_tapbuf_size8,cby_1__2_/mem_right_ipin_0,cb clb input config,grid_clb_1__2_.right_width_0_height_0_subtile_0__pin_I_1_
146,0,cby_1__2_,mem_right_ipin_0,mux_tree_tapbuf_size8,cby_1__2_/mem_right_ipin_0,cb clb input config,grid_clb_1__2_.right_width_0_height_0_subtile_0__pin_I_1_
147,0,cby_1__2_,mem_right_ipin_0,mux_tree_tapbuf_size8,cby_1__2_/mem_right_ipin_0,cb clb input config,grid_clb_1__2_.right_width_0_height_0_subtile_0__pin_I_1_
148,0,cby_1__2_,mem_left_ipin_1,mux_tree_tapbuf_size8,cby_1__2_/mem_left_ipin_1,cb clb input config,grid_clb_2__2_.left_width_0_height_0_subtile_0__pin_I_7_
149,0,cby_1__2_,mem_left_ipin_1,mux_tree_tapbuf_size8,cby_1__2_/mem_left_ipin_1,cb clb input config,grid_clb_2__2_.left_width_0_height_0_subtile_0__pin_I_7_
150,0,cby_1__2_,mem_left_ipin_1,mux_tree_tapbuf_size8,cby_1__2_/mem_left_ipin_1,cb clb input config,grid_clb_2__2_.left_width_0_height_0_subtile_0__pin_I_7_
151,0,cby_1__2_,mem_left_ipin_1,mux_tree_tapbuf_size8,cby_1__2_/mem_left_ipin_1,cb clb input config,grid_clb_2__2_.left_width_0_height_0_subtile_0__pin_I_7_
152,0,cby_1__2_,mem_left_ipin_0,mux_tree_tapbuf_size8,cby_1__2_/mem_left_ipin_0,cb clb input config,grid_clb_2__2_.left_width_0_height_0_subtile_0__pin_I_3_
153,0,cby_1__2_,mem_left_ipin_0,mux_tree_tapbuf_size8,cby_1__2_/mem_left_ipin_0,cb clb input config,grid_clb_2__2_.left_width_0_height_0_subtile_0__pin_I_3_
154,0,cby_1__2_,mem_left_ipin_0,mux_tree_tapbuf_size8,cby_1__2_/mem_left_ipin_0,cb clb input config,grid_clb_2__2_.left_width_0_height_0_subtile_0__pin_I_3_
155,0,cby_1__2_,mem_left_ipin_0,mux_tree_tapbuf_size8,cby_1__2_/mem_left_ipin_0,cb clb input config,grid_clb_2__2_.left_width_0_height_0_subtile_0__pin_I_3_
156,0,cbx_1__1_,mem_top_ipin_2,mux_tree_tapbuf_size8,cbx_1__1_/mem_top_ipin_2,cb clb input config,grid_clb_1__1_.top_width_0_height_0_subtile_0__pin_I_8_
157,0,cbx_1__1_,mem_top_ipin_2,mux_tree_tapbuf_size8,cbx_1__1_/mem_top_ipin_2,cb clb input config,grid_clb_1__1_.top_width_0_height_0_subtile_0__pin_I_8_
158,0,cbx_1__1_,mem_top_ipin_2,mux_tree_tapbuf_size8,cbx_1__1_/mem_top_ipin_2,cb clb input config,grid_clb_1__1_.top_width_0_height_0_subtile_0__pin_I_8_
159,0,cbx_1__1_,mem_top_ipin_2,mux_tree_tapbuf_size8,cbx_1__1_/mem_top_ipin_2,cb clb input config,grid_clb_1__1_.top_width_0_height_0_subtile_0__pin_I_8_
160,0,cbx_1__1_,mem_top_ipin_1,mux_tree_tapbuf_size8,cbx_1__1_/mem_top_ipin_1,cb clb input config,grid_clb_1__1_.top_width_0_height_0_subtile_0__pin_I_4_
161,1,cbx_1__1_,mem_top_ipin_1,mux_tree_tapbuf_size8,cbx_1__1_/mem_top_ipin_1,cb clb input config,grid_clb_1__1_.top_width_0_height_0_subtile_0__pin_I_4_
162,1,cbx_1__1_,mem_top_ipin_1,mux_tree_tapbuf_size8,cbx_1__1_/mem_top_ipin_1,cb clb input config,grid_clb_1__1_.top_width_0_height_0_subtile_0__pin_I_4_
163,0,cbx_1__1_,mem_top_ipin_1,mux_tree_tapbuf_size8,cbx_1__1_/mem_top_ipin_1,cb clb input config,grid_clb_1__1_.top_width_0_height_0_subtile_0__pin_I_4_
164,0,cbx_1__1_,mem_top_ipin_0,mux_tree_tapbuf_size8,cbx_1__1_/mem_top_ipin_0,cb clb input config,grid_clb_1__1_.top_width_0_height_0_subtile_0__pin_I_0_
165,0,cbx_1__1_,mem_top_ipin_0,mux_tree_tapbuf_size8,cbx_1__1_/mem_top_ipin_0,cb clb input config,grid_clb_1__1_.top_width_0_height_0_subtile_0__pin_I_0_
166,0,cbx_1__1_,mem_top_ipin_0,mux_tree_tapbuf_size8,cbx_1__1_/mem_top_ipin_0,cb clb input config,grid_clb_1__1_.top_width_0_height_0_subtile_0__pin_I_0_
167,0,cbx_1__1_,mem_top_ipin_0,mux_tree_tapbuf_size8,cbx_1__1_/mem_top_ipin_0,cb clb input config,grid_clb_1__1_.top_width_0_height_0_subtile_0__pin_I_0_
168,0,cbx_1__1_,mem_bottom_ipin_1,mux_tree_tapbuf_size8,cbx_1__1_/mem_bottom_ipin_1,cb clb input config,grid_clb_1__2_.bottom_width_0_height_0_subtile_0__pin_I_6_
169,0,cbx_1__1_,mem_bottom_ipin_1,mux_tree_tapbuf_size8,cbx_1__1_/mem_bottom_ipin_1,cb clb input config,grid_clb_1__2_.bottom_width_0_height_0_subtile_0__pin_I_6_
170,0,cbx_1__1_,mem_bottom_ipin_1,mux_tree_tapbuf_size8,cbx_1__1_/mem_bottom_ipin_1,cb clb input config,grid_clb_1__2_.bottom_width_0_height_0_subtile_0__pin_I_6_
171,0,cbx_1__1_,mem_bottom_ipin_1,mux_tree_tapbuf_size8,cbx_1__1_/mem_bottom_ipin_1,cb clb input config,grid_clb_1__2_.bottom_width_0_height_0_subtile_0__pin_I_6_
172,0,cbx_1__1_,mem_bottom_ipin_0,mux_tree_tapbuf_size8,cbx_1__1_/mem_bottom_ipin_0,cb clb input config,grid_clb_1__2_.bottom_width_0_height_0_subtile_0__pin_I_2_
173,0,cbx_1__1_,mem_bottom_ipin_0,mux_tree_tapbuf_size8,cbx_1__1_/mem_bottom_ipin_0,cb clb input config,grid_clb_1__2_.bottom_width_0_height_0_subtile_0__pin_I_2_
174,1,cbx_1__1_,mem_bottom_ipin_0,mux_tree_tapbuf_size8,cbx_1__1_/mem_bottom_ipin_0,cb clb input config,grid_clb_1__2_.bottom_width_0_height_0_subtile_0__pin_I_2_
175,0,cbx_1__1_,mem_bottom_ipin_0,mux_tree_tapbuf_size8,cbx_1__1_/mem_bottom_ipin_0,cb clb input config,grid_clb_1__2_.bottom_width_0_height_0_subtile_0__pin_I_2_
176,0,sb_1__1_,mem_left_track_33,mux_tree_tapbuf_size11,sb_1__1_/mem_left_track_33,sb routing mux,cbx_1__1_.chanx_right_in[16]
177,1,sb_1__1_,mem_left_track_33,mux_tree_tapbuf_size11,sb_1__1_/mem_left_track_33,sb routing mux,cbx_1__1_.chanx_right_in[16]
178,1,sb_1__1_,mem_left_track_33,mux_tree_tapbuf_size11,sb_1__1_/mem_left_track_33,sb routing mux,cbx_1__1_.chanx_right_in[16]
179,0,sb_1__1_,mem_left_track_33,mux_tree_tapbuf_size11,sb_1__1_/mem_left_track_33,sb routing mux,cbx_1__1_.chanx_right_in[16]
180,0,sb_1__1_,mem_left_track_25,mux_tree_tapbuf_size11,sb_1__1_/mem_left_track_25,sb routing mux,cbx_1__1_.chanx_right_in[12]
181,1,sb_1__1_,mem_left_track_25,mux_tree_tapbuf_size11,sb_1__1_/mem_left_track_25,sb routing mux,cbx_1__1_.chanx_right_in[12]
182,0,sb_1__1_,mem_left_track_25,mux_tree_tapbuf_size11,sb_1__1_/mem_left_track_25,sb routing mux,cbx_1__1_.chanx_right_in[12]
183,0,sb_1__1_,mem_left_track_25,mux_tree_tapbuf_size11,sb_1__1_/mem_left_track_25,sb routing mux,cbx_1__1_.chanx_right_in[12]
184,0,sb_1__1_,mem_left_track_17,mux_tree_tapbuf_size11,sb_1__1_/mem_left_track_17,sb routing mux,cbx_1__1_.chanx_right_in[8]
185,0,sb_1__1_,mem_left_track_17,mux_tree_tapbuf_size11,sb_1__1_/mem_left_track_17,sb routing mux,cbx_1__1_.chanx_right_in[8]
186,0,sb_1__1_,mem_left_track_17,mux_tree_tapbuf_size11,sb_1__1_/mem_left_track_17,sb routing mux,cbx_1__1_.chanx_right_in[8]
187,0,sb_1__1_,mem_left_track_17,mux_tree_tapbuf_size11,sb_1__1_/mem_left_track_17,sb routing mux,cbx_1__1_.chanx_right_in[8]
188,1,sb_1__1_,mem_bottom_track_33,mux_tree_tapbuf_size11,sb_1__1_/mem_bottom_track_33,sb routing mux,cby_1__1_.chany_top_in[16]
189,1,sb_1__1_,mem_bottom_track_33,mux_tree_tapbuf_size11,sb_1__1_/mem_bottom_track_33,sb routing mux,cby_1__1_.chany_top_in[16]
190,1,sb_1__1_,mem_bottom_track_33,mux_tree_tapbuf_size11,sb_1__1_/mem_bottom_track_33,sb routing mux,cby_1__1_.chany_top_in[16]
191,0,sb_1__1_,mem_bottom_track_33,mux_tree_tapbuf_size11,sb_1__1_/mem_bottom_track_33,sb routing mux,cby_1__1_.chany_top_in[16]
192,1,sb_1__1_,mem_bottom_track_25,mux_tree_tapbuf_size11,sb_1__1_/mem_bottom_track_25,sb routing mux,cby_1__1_.chany_top_in[12]
193,1,sb_1__1_,mem_bottom_track_25,mux_tree_tapbuf_size11,sb_1__1_/mem_bottom_track_25,sb routing mux,cby_1__1_.chany_top_in[12]
194,1,sb_1__1_,mem_bottom_track_25,mux_tree_tapbuf_size11,sb_1__1_/mem_bottom_track_25,sb routing mux,cby_1__1_.chany_top_in[12]
195,0,sb_1__1_,mem_bottom_track_25,mux_tree_tapbuf_size11,sb_1__1_/mem_bottom_track_25,sb routing mux,cby_1__1_.chany_top_in[12]
196,0,sb_1__1_,mem_bottom_track_17,mux_tree_tapbuf_size11,sb_1__1_/mem_bottom_track_17,sb routing mux,cby_1__1_.chany_top_in[8]
197,0,sb_1__1_,mem_bottom_track_17,mux_tree_tapbuf_size11,sb_1__1_/mem_bottom_track_17,sb routing mux,cby_1__1_.chany_top_in[8]
198,0,sb_1__1_,mem_bottom_track_17,mux_tree_tapbuf_size11,sb_1__1_/mem_bottom_track_17,sb routing mux,cby_1__1_.chany_top_in[8]
199,0,sb_1__1_,mem_bottom_track_17,mux_tree_tapbuf_size11,sb_1__1_/mem_bottom_track_17,sb routing mux,cby_1__1_.chany_top_in[8]
200,0,sb_1__1_,mem_right_track_32,mux_tree_tapbuf_size11,sb_1__1_/mem_right_track_32,sb routing mux,cbx_2__1_.chanx_left_in[16]
201,0,sb_1__1_,mem_right_track_32,mux_tree_tapbuf_size11,sb_1__1_/mem_right_track_32,sb routing mux,cbx_2__1_.chanx_left_in[16]
202,0,sb_1__1_,mem_right_track_32,mux_tree_tapbuf_size11,sb_1__1_/mem_right_track_32,sb routing mux,cbx_2__1_.chanx_left_in[16]
203,0,sb_1__1_,mem_right_track_32,mux_tree_tapbuf_size11,sb_1__1_/mem_right_track_32,sb routing mux,cbx_2__1_.chanx_left_in[16]
204,0,sb_1__1_,mem_right_track_24,mux_tree_tapbuf_size11,sb_1__1_/mem_right_track_24,sb routing mux,cbx_2__1_.chanx_left_in[12]
205,0,sb_1__1_,mem_right_track_24,mux_tree_tapbuf_size11,sb_1__1_/mem_right_track_24,sb routing mux,cbx_2__1_.chanx_left_in[12]
206,0,sb_1__1_,mem_right_track_24,mux_tree_tapbuf_size11,sb_1__1_/mem_right_track_24,sb routing mux,cbx_2__1_.chanx_left_in[12]
207,0,sb_1__1_,mem_right_track_24,mux_tree_tapbuf_size11,sb_1__1_/mem_right_track_24,sb routing mux,cbx_2__1_.chanx_left_in[12]
208,0,sb_1__1_,mem_right_track_16,mux_tree_tapbuf_size11,sb_1__1_/mem_right_track_16,sb routing mux,cbx_2__1_.chanx_left_in[8]
209,0,sb_1__1_,mem_right_track_16,mux_tree_tapbuf_size11,sb_1__1_/mem_right_track_16,sb routing mux,cbx_2__1_.chanx_left_in[8]
210,0,sb_1__1_,mem_right_track_16,mux_tree_tapbuf_size11,sb_1__1_/mem_right_track_16,sb routing mux,cbx_2__1_.chanx_left_in[8]
211,0,sb_1__1_,mem_right_track_16,mux_tree_tapbuf_size11,sb_1__1_/mem_right_track_16,sb routing mux,cbx_2__1_.chanx_left_in[8]
212,0,sb_1__1_,mem_top_track_32,mux_tree_tapbuf_size11,sb_1__1_/mem_top_track_32,sb routing mux,cby_1__2_.chany_bottom_in[16]
213,0,sb_1__1_,mem_top_track_32,mux_tree_tapbuf_size11,sb_1__1_/mem_top_track_32,sb routing mux,cby_1__2_.chany_bottom_in[16]
214,0,sb_1__1_,mem_top_track_32,mux_tree_tapbuf_size11,sb_1__1_/mem_top_track_32,sb routing mux,cby_1__2_.chany_bottom_in[16]
215,0,sb_1__1_,mem_top_track_32,mux_tree_tapbuf_size11,sb_1__1_/mem_top_track_32,sb routing mux,cby_1__2_.chany_bottom_in[16]
216,0,sb_1__1_,mem_top_track_24,mux_tree_tapbuf_size11,sb_1__1_/mem_top_track_24,sb routing mux,cby_1__2_.chany_bottom_in[12]
217,0,sb_1__1_,mem_top_track_24,mux_tree_tapbuf_size11,sb_1__1_/mem_top_track_24,sb routing mux,cby_1__2_.chany_bottom_in[12]
218,0,sb_1__1_,mem_top_track_24,mux_tree_tapbuf_size11,sb_1__1_/mem_top_track_24,sb routing mux,cby_1__2_.chany_bottom_in[12]
219,0,sb_1__1_,mem_top_track_24,mux_tree_tapbuf_size11,sb_1__1_/mem_top_track_24,sb routing mux,cby_1__2_.chany_bottom_in[12]
220,1,sb_1__1_,mem_top_track_16,mux_tree_tapbuf_size11,sb_1__1_/mem_top_track_16,sb routing mux,cby_1__2_.chany_bottom_in[8]
221,1,sb_1__1_,mem_top_track_16,mux_tree_tapbuf_size11,sb_1__1_/mem_top_track_16,sb routing mux,cby_1__2_.chany_bottom_in[8]
222,1,sb_1__1_,mem_top_track_16,mux_tree_tapbuf_size11,sb_1__1_/mem_top_track_16,sb routing mux,cby_1__2_.chany_bottom_in[8]
223,0,sb_1__1_,mem_top_track_16,mux_tree_tapbuf_size11,sb_1__1_/mem_top_track_16,sb routing mux,cby_1__2_.chany_bottom_in[8]
224,1,sb_1__1_,mem_left_track_9,mux_tree_tapbuf_size12,sb_1__1_/mem_left_track_9,sb routing mux,cbx_1__1_.chanx_right_in[4]
225,0,sb_1__1_,mem_left_track_9,mux_tree_tapbuf_size12,sb_1__1_/mem_left_track_9,sb routing mux,cbx_1__1_.chanx_right_in[4]
226,1,sb_1__1_,mem_left_track_9,mux_tree_tapbuf_size12,sb_1__1_/mem_left_track_9,sb routing mux,cbx_1__1_.chanx_right_in[4]
227,1,sb_1__1_,mem_left_track_9,mux_tree_tapbuf_size12,sb_1__1_/mem_left_track_9,sb routing mux,cbx_1__1_.chanx_right_in[4]
228,0,sb_1__1_,mem_left_track_1,mux_tree_tapbuf_size12,sb_1__1_/mem_left_track_1,sb routing mux,cbx_1__1_.chanx_right_in[0]
229,0,sb_1__1_,mem_left_track_1,mux_tree_tapbuf_size12,sb_1__1_/mem_left_track_1,sb routing mux,cbx_1__1_.chanx_right_in[0]
230,0,sb_1__1_,mem_left_track_1,mux_tree_tapbuf_size12,sb_1__1_/mem_left_track_1,sb routing mux,cbx_1__1_.chanx_right_in[0]
231,0,sb_1__1_,mem_left_track_1,mux_tree_tapbuf_size12,sb_1__1_/mem_left_track_1,sb routing mux,cbx_1__1_.chanx_right_in[0]
232,0,sb_1__1_,mem_bottom_track_9,mux_tree_tapbuf_size12,sb_1__1_/mem_bottom_track_9,sb routing mux,cby_1__1_.chany_top_in[4]
233,1,sb_1__1_,mem_bottom_track_9,mux_tree_tapbuf_size12,sb_1__1_/mem_bottom_track_9,sb routing mux,cby_1__1_.chany_top_in[4]
234,0,sb_1__1_,mem_bottom_track_9,mux_tree_tapbuf_size12,sb_1__1_/mem_bottom_track_9,sb routing mux,cby_1__1_.chany_top_in[4]
235,0,sb_1__1_,mem_bottom_track_9,mux_tree_tapbuf_size12,sb_1__1_/mem_bottom_track_9,sb routing mux,cby_1__1_.chany_top_in[4]
236,1,sb_1__1_,mem_bottom_track_1,mux_tree_tapbuf_size12,sb_1__1_/mem_bottom_track_1,sb routing mux,cby_1__1_.chany_top_in[0]
237,0,sb_1__1_,mem_bottom_track_1,mux_tree_tapbuf_size12,sb_1__1_/mem_bottom_track_1,sb routing mux,cby_1__1_.chany_top_in[0]
238,0,sb_1__1_,mem_bottom_track_1,mux_tree_tapbuf_size12,sb_1__1_/mem_bottom_track_1,sb routing mux,cby_1__1_.chany_top_in[0]
239,1,sb_1__1_,mem_bottom_track_1,mux_tree_tapbuf_size12,sb_1__1_/mem_bottom_track_1,sb routing mux,cby_1__1_.chany_top_in[0]
240,0,sb_1__1_,mem_right_track_8,mux_tree_tapbuf_size12,sb_1__1_/mem_right_track_8,sb routing mux,cbx_2__1_.chanx_left_in[4]
241,0,sb_1__1_,mem_right_track_8,mux_tree_tapbuf_size12,sb_1__1_/mem_right_track_8,sb routing mux,cbx_2__1_.chanx_left_in[4]
242,1,sb_1__1_,mem_right_track_8,mux_tree_tapbuf_size12,sb_1__1_/mem_right_track_8,sb routing mux,cbx_2__1_.chanx_left_in[4]
243,0,sb_1__1_,mem_right_track_8,mux_tree_tapbuf_size12,sb_1__1_/mem_right_track_8,sb routing mux,cbx_2__1_.chanx_left_in[4]
